text,label
"Jl. Mega Kuningan", 1
"Jl. TB. Simatupang Kav. 22-26", 1
"Jl. HR. Rasuna Said Blok X5 Kav. 1-2", 1
"Jl. Jend. Sudirman Kav.52-53", 1
"Jl. HR. Rasuna Said Blok X5 Kav. 1-2", 1
"Jl. MT. Haryono Kav.9", 1
"Jl. KH. M. Syafi'I Hadzami No. 8", 1
"Jl. Jend. Sudirman Kav. 52-53", 1
"Jl. RS. Fatmawati No. 37D", 1
"Jl. Wolter Monginsidi No. 41 RT001/RW007", 1
"Jl. Lapangan Ros No. 27", 1
"Mal Kota Kasablanka, Jl. Casablanca Kav. 9-10", 1
"Tebet Green Lt. GF, Jl. Letjen. MT. Haryono Kav. 25-26, Tebet", 1
"Gd. Setiabudi I, Jl. HR. Rasuna Said Kav. 62", 1
"Jl. Letjen. MT. Haryono Kav. 25-26", 1
"Jl. Prof Dr. Satrio Kav. 3-5", 1
"Jl. Kemang Raya No. 88", 1
"Kawasan Niaga Terpadu SCBD Lot. 14, Jl. Jend. Sudirman Kav. 52-53", 1
"Jl. HR. Rasuna Said Kav. C-22", 1
"Pasar Festival, Jl. HR. Rasuna Said Kav. C-22", 1
"Jl. R.A. Kartini No. 1", 1
"Gd. La Codefin, Jl. Kemang Raya No. 8", 1
"Plaza Kalibata Lt. GF #02 & GF#06 Jl. Raya Kalibata No. 1, Pancoran", 1
"SCBD, Jl. Jend. Sudirman Kav. 52-53 Lot. 8", 1
"Jl. Dr. Sahardjo Raya No. 1", 1
"Jl. HR. Rasuna Said Kav. 62", 1
"Jl. Jend. Sudirman Kav. 50 Lt. 10", 1
"Perkantoran Hijau Arcadia, Jl. TB. Simatupang Kav. 88", 1
"Pasar Festival, Jl. HR. Rasuna Said Kav. C-22", 1
"Perkantoran Hijau Arcadia, Jl. TB. Simatupang Kav. 88", 1
"Plaza 89 Ground Floor, Jl. HR. Rasuna Said Kav X-7/6", 1
"Mall Pacific Place Lt. 5, Jl. Jend.Sudirman Kav. 52-53", 1
"Jl. Jend. Sudirman Kav. 27", 1
"Mal Pondok Indah Lt. 2 No. 204-239, Jl. Metro Pondok Indah", 1
"Jl. Metro Pondok Indah No. 204", 1
"Jl. HR. Rasuna Said Kav X-7 No. 6", 1
"Jl. Jend. Sudirman", 1
"Mal Kota Kasablanka, Jl. Casablanca Kav. 88", 1
"Cilandak Town Square, Jl. TB. Simatupang Kav. 1", 1
"Lippo Mall Kemang Village, Jl. Kemang VI", 1
"Kota Kasablanka, Jl. Casablanca Raya Kav. 88", 1
"Gandaria City, Jl. Sultan Iskandar Muda No. 30", 1
"Wijaya Graha Puri Blok F No. 37, 38, 39, Jl. Wijaya II", 1
"Jl. Panglima Polim Raya No. 63", 1
"Gd. Semanggi Expo SCBD Lot. 8, Jl. Jend. Sudirman Kav. 52-53, Senayan, Kebayoran Baru", 1
"Mal Kota Kasablanka, Jl. Casablanca Kav. 9-10", 1
"Gd. Setiabudi One, Jl. HR. Rasuna Said Kav. 62", 1
"Mal Kota Kasablanka Lt.2 Unit 246 A, Jl. Casablanca Raya Kav. 88", 1
"Jl. Jend. Gatot Subroto Kav. 9-11", 1
"Jl. Woltermonginsidi No. 59", 1
"Jl. Wolter Monginsidi No. 49 RT001/RW001", 1
"Kuningan City Mall, Jl. Prof. Dr. Satrio Kav. 18", 1
"Jl. Jend. Sudirman Kav. 50 Lt.3", 1
"Jl. Jend. Sudirman Kav. 52-53", 1
"Darmawangsa Square, Jl. Darmawangsa VI & IX", 1
"Jl. Sultan Iskandar Muda No. 1B", 1
"Permata Senayan, Jl. Tentara Pelajar Blok E16&1", 1
"Mal Kota Kasablanka, Jl. Casablanca Raya Kav. 88", 1
"Jl. HR. Rasuna Said Kav. C 22 GMSB U UG-A6", 1
"Jl. Metro Pondok Indah Blok III B", 1
"Jl. Wolter Monginsidi No. 62 RT001/RW004", 1
"Jl. Bulungan No. 160", 1
"Jl. Jend. Sudirman Kav. 50", 1
"Lotte Shopping Avenue Ciputra World I, Jl. Prof. Dr. Satrio Kav. 3-5, Karet Kuningan, Setiabudi", 1
"ITC Kuningan Jl. Prof. Dr. Satrio Kav. 25", 1
"ITC Kuningan Jl. Prof. Dr. Satrio Kav. 25", 1
"Jl. Kemang Raya No. 69 E", 1
"Blok M, Jl. Melawai VI No. 8 ", 1
"Blok M, Jl. Melawai VI No. 1", 1
"Jl. Melawai VIII No. 2", 1
"Jl. Ampera Raya No. 05 RT001/RW008", 1
"Mal Kota Kasablanca, Jl. Casablanca Kav. 9-10", 1
"Gd. Pacific Place Lt. 5 Unit 5-12 SCBD, Jl. Jend. Sudirman Kav. 52-53", 1
"Jl. Mega Kuningan Barat Kav.E4.3", 1
"Jl. Mega Kuningan Barat Kav.E4.3", 1
"Bellagio Boutique Mal, Jl. Mega Kuningan Barat ", 1
"Cibubur Junction, Jl. Jambore Raya No. 1", 1
"Gd. Green Terrace, Jl. Pintu I Taman Mini Indonesia", 1
"Taman Mini Indonesia Indah, Jl. Raya Pondok Gede", 1
"Jl. Raya Bogor  Km. 19, Kramat Jati Indah", 1
"Jl. Raya Bekasi Km. 21", 1
"Pusat Grosir Cililitan, Jl. Mayjend Sutoyo No. 76", 1
"Jl. Paus No. 85A", 1
"Jl. Matraman No. 15", 1
"Jl. Dewi Sartika No. 34 RT005/RW012", 1
"Jl. Matraman Raya No. 64 RT011/RW002", 1
"Jl. Mayjen Sutoyo No. 76", 1
"Jl. Raya Bekasi Timur No. 9", 1
"Jl. Pemuda No. 3 A", 1
"Jl. Dewi Sartika No. 237 RT004/RW004", 1
"Cibubur Junction, Jl. Jambore No. 1", 1
"Jl. Dewi Sartika No. 310A", 1
"Jl. Otista Raya No. 458", 1
"Jl. Raya Kalimalang No. 14", 1
"Jl. Jatiwaringin No. 7 RT011/RW005", 1
"Rest Area Tol Jagorawi Km 10+600, Jl. Boton", 1
"Grand Cakung, Jl. Sultan Hamengkubuwono IX Km 25, Cakung", 1
"Jl. Angkasa Halim Perdanakusuma RT005/RW009", 1
"Jl. Boton Rest Area Tol Jagorawi KM10", 1
"Jl. Boton Rest Area Tol Jagorawi KM 10+600", 1
"Tamini Square LS No. 1-7 LS VII, Jl.Taman Mini Indonesia", 1
"Jl. Taman Mini Raya", 1
"Jl. Raya Kalimalang Blok A2 No. 8-9", 1
"Jl. Kol Sugiono RT003/RW002", 1
"Jl. Boton Rest Area Tol Jagorawi, Cibubur Square", 1
"Jl. Raya Sultan Hamengkubuwono Blok B/2", 1
"Jl. Pegambiran Raya No. 24", 1
"Jl. Raya Taman Mini Indonesia Indah", 1
"Jl. Balap Sepeda No. 6 Blok H, Persil", 1
"Plaza Buaran, Jl. Raden Inten No. 1", 1
"Gd. Hero, Jl. Raya Cijantung No. 11 ", 1
"Jl. Raya Perumnas Blok A, Klender", 1
"Jl. Mayjend  Sutoyo No. 76", 1
"Gd. Hero, Jl. Raya Cijantung No. 11 ", 1
"Jl. Raya Condet No. 333 RT005/RW003", 1
"Jl. Raya Bekasi Timur", 1
"RS. UKI, Jl. Mayjend  Sutoyo No. 76", 1
"Pulo Gadung, Jl. Raya Bekasi Km. 21", 1
"Rawamangun Square, Jl. Pegambiran No. 55", 1
"Jl. Jambore No. 1", 1
"Jl. Jend. Achmad Yani RT001/RW009, Pulo Mas", 1
"Grand Cakung Group Floor I, Jl. Sultan Hamengkubuwono IX Km 25, Cakung", 1
"Pusat Grosir Cililitan (PGC), Jl. Mayjen Sutoyo No. 76, Cililitan, Kramat Jati", 1
"Rawamangun Square, Jl. Pegambiran No. 55", 1
"Jl. Pinang Raya No. 1 B RT001/RW009", 1
"Jl. Matraman Raya No. 18", 1
"Jl. Raya Bekasi KM.25", 1
"Jl. Jambore No. 1", 1
"Orchard Junction, Jl. Perintis Kemerdekaan No. 4", 1
"Jl. Condet Raya No. 58", 1
"Jl. Raden Inten, Jl. RS. Jend. Pol. Sukamto", 1
"Jl. Jatinegara Timur No. 60 RT011/RW003", 1
"Jl. Raya Kalimalang Blok F/18", 1
"Gd. JX Jatinegara Xtainment, Jl. Jatinegara Timur", 1
"Jl. Pintu I Taman Mini Indonesia Indah Lt.2", 1
"Gd. Wahana Cipta Sejahtera, Jl. Letjend. Sutoyo", 1
"Jl. Pramuka Raya No. 150", 1
"Tamini Square, Jl. Taman Mini Raya", 1
"Jl. Matraman Raya No. 45", 1
"Plaza Buaran, Jl. Raden Inten No. 1", 1
"Jl. Balai Pustaka Timur Blok A2 No. 29", 1
"Tamini Square, Jl. Raya Taman Mini", 1
"Jl. Raya Bekasi Km. 21", 1
"Pusat Grosir Cililitan (PGC), Jl. Mayjend Sutoyo No. 76, Cililitan, Kramat Jati", 1
"Jl. Raya Bekasi KM 25, Jl. Sultan Hamengkubuwono", 1
"Jl. Jatinegara Timur No. 37B RT006/RW004", 1
"Cibubur Town Square, Jl. Jambore No. 1", 1
"Plaza Arion, Jl. Pemuda Kav. 4-5", 1
"Jl. Tarum Barat Kalimalang Blok E No. 15 E-F", 1
"Graha Cijantung, Jl. Pasar Rebo Lt. 3", 1
"Jl. Jambore No. 1", 1
"Jl. Jambore No. 1", 1
"Cibubur Junction, Jl. Jambore No. 1 GF-AE I# T 0", 1
"Jl. Jambore No. 1 GF-AE I# T 05 & 06", 1
"Kramat Jati Indah Plaza Lt. 3, Jl. Raya Bogor Km. 19", 1
"Mall Cijantung Lt. 3, Jl. Pendidikan I", 1
"Jl. Inspeksi Kalimalang RT002/RW016", 1
"Cibubur Junction, Jl. Jambore No. 1", 1
"Plaza Buaran, Jl. Raden Inten I", 1
"Plaza Buaran, Jl. Raden Inten I", 1
"Rukan Inkopau Blok A-50 & 51, Jl. Sultan Hamengkubuwono IX Km. 25", 1
"Jl. Kalimalang Raya Blok A.2 Kav. 3C-3", 1
"Taman Anggrek Indonesia Permai (TAIP), Jl. Raya TMII, Pinang Ranti, Makasar", 1
"Mall Cipinang Indah, Jl. Raya Kalimalang Kav. 88", 1
"Tamini Square, Jl. Raya Pondok Gede, Jl. Taman Mini Raya Garuda, Pinang Ranti", 1
"Jl. Jambore No. 1", 1
"Jl. Raden Inten II No. 1", 1
"Jl. Pemuda Arion Plaza", 1
"Jl. Jatinegara Timur No. 84 ABC", 1
"JX Jatinegara X-taiment, Jl. Jatinegara Timur No. 60-62, Jatinegara", 1
"Jl. Tarum Barat/Kalimalang RT009/RW007", 1
"Hero Pondok Bambu Jl. Pahlawan Revolusi RT 3", 1
"Jl. Jatinegara Timur No. 84 ABC", 1
"Plaza Buaran, Jl. Raden Inten RT001/RW004", 1
"Mal Citra, Jl. I Gusti Ngurah Rai RT009/RW001", 1
"Jl. Tarum Barat Blok N No. 4", 1
"Jl. Raya Bekasi Km. 24", 1
"Jl. Raya Bogor RT005/RW001", 1
"Pusat Grosir Cililitan, Jl. Mayjend Sutoyo No. 76", 1
"Gd. Tamini Square, Jl. Raya Pondok Gede, Jl. Taman Mini Raya", 1
"Plaza Arion, Jl. Pemuda No. 3", 1
"Jl. Pendidikan I Cijantung II", 1
"PP Plaza, Jl. Raya Gedong Panjang", 1
"Jl. Pegambiran No. 55", 1
"Graha Cijantung, Jl. Pendidikan I Cijantung II", 1
"Bandara Halim Perdanakusuma Lobby Terminal, Jl. Protokol Halim Perdana Kusuma", 1
"Jl. Boton Rest Area Tol Jagorawi", 1
"Jl. Pemuda No. 77", 1
"Jl. Jambore No.1", 1
"Cibubur Junction, Jl. Jambore No. 1", 1
"Jl. Lingkar Luar Selatan Kav. 6", 1
"Pulo Gadung Trade Center, Jl. Raya Bekasi Km. 21, Pulogadung, Kawasan Industri PT. Jiep", 1
"Jl. Raya Cipayung RT006/RW002", 1
"Arion Mall, Jl. Pemuda Kav. 3", 1
"Tamini Square, Jl. Raya Taman Mini Garuda, Pinang Ranti", 1
"PGC, Jl. Mayjend  Sutoyo No. 76", 1
"Graha Cijantung, Jl. Pendidikan I", 1
"Jl. Kol.Sugiono, Raden Inten", 1
"Jl. Inspeksi Saluran Kalimalang Shophouse", 1
"Jl. Raya Bogor No. 52A", 1
"Jl. Jambore No.1", 1
"Jl. Jambore No.1", 1
"Jl. Raya Bogor Kramat Jati", 1
"Jl. Matraman Raya No. 82", 1
"Jl. Boton Rest Area Tol Jagorawi", 1
"Jl. Pulo Gadung Raya No. 18G", 1
"Jl. Pemuda No. 18", 1
"Jl. Pulomas Utara Raya No. 56", 1
"Jl. Raya Protokol Halim", 1
"Jl. Pendidikan I", 1
"Cibubur Junction, Jl. Raya Jambore No. 1", 1
"Jl. Jatiwaringin Blok H-1 RT009/RW007", 1
"Jl. Matraman Raya No. 37", 1
"Mal Cijantung, Jl. Pendidikan I", 1
"Jl. Jatinegara Timur No. 123BC", 1
"Plaza Buaran, Jl. Raden Inten RT001/RW004", 1
"Jl. Raya Kalimalang Ruko Blok E-F", 1
"Tamini Square, Jl. Taman Mini Raya", 1
"Taman Mini Central, Jl. Pintu I Taman Mini Indonesia", 1
"Jl. Jatiwaringin Blok H-1 RT009/RW007", 1
"Jl. Pemuda No.79 RT003/RW001", 1
"Pusat Grosir Cililitan (PGC), Jl. Mayjend Sutoyo No. 76, Cililitan, Kramat Jati", 1
"Jl. Pondok Kelapa Raya B.14 No. 4", 1
"Jl. Tarum Barat Blok Q No. 4 Kav. Agraria", 1
"Jl. Cipinang Jaya No. 51 RT004/RW007", 1
"Jl. Buaran Raya No. 9A RT001/RW015", 1
"Jl. Paus Raya No. 92 RT004/RW008", 1
"Gd. JX Jatinegara Xtainment, Jl Jatinegara Timur", 1
"Plaza Buaran, Jl. Raden Inten RT001/RW014", 1
"Jl. Raden Inten RT001/RW014", 1
"Jl. Pegambiran No. 5", 1
"Jl. Jend. A. Yani RT001/RW009", 1
"Jl. Jambore Raya Blok X No. 3", 1
"Jatinegara X-tainment Lt. 3, Jl. Jatinegara Timur", 1
"Jatinegara X-tainment Lt. 3, Jl. Jatinegara Timur", 1
"Cibubur Junction, Jl. Jambore No. 1", 1
"Cibubur Junction, Jl. Jambore No. 1", 1
"Jl. Jambore No. 1", 1
"Jl. Mabes Hankam No. 69", 1
"Jl. Jatinegara Timur No. 60-62", 1
"Jl. Jambore No. 1", 1
"Kramat Jati Indah Plaza, Jl. Raya Bogor KM. 19", 1
"Jl. Jambore No. 1 LG No. 13", 1
"Jl. Jambore No. 1 LG No. 13", 1
"Jl. Jambore No. 1", 1
"Jl. Pemuda Kav. 3-4", 1
"Jl. Pemuda Kav. 3-4", 1
"Jl. Bambu Kuning Selatan RT002/RW002", 1
"Jl. Balai Pustaka Timur No. 2", 1
"Padang Golf Halim III Halim Perdanakusuma,  Jl. Skadron Halim Perdanakusuma", 1
"Padang Golf Halim III Halim Perdanakusuma,  Jl. Skadron Halim Perdanakusuma", 1
"Cibubur Junction, Jl. Jambore Raya No. 1", 1
"Jl. Pemuda No. 36 RT010/RW003", 1
"Jl. Raya Cipinang Jaya No. 25A", 1
"Jl. Balai Pustaka Baru No. 3", 1
"Jl. Otista Raya No. 450", 1
"Jl. Balai Pusataka Timur No. 3", 1
"Mall Cipinang Indah, Jl. Raya Kalimalang No. 88", 1
"Cibubur Junction, Jl. Jambore No. 1 RT004/RW014", 1
"Jl. Matraman Raya No. 51", 1
"Jl. Balai Pustaka Raya No. 1", 1
"Jl. Raya Pondok Gede No. 7", 1
"Jl. Penggilingan RT007/RW004", 1
"Jl. Raya Jatiwaringin Blok A.1", 1
"Jl. Raya Bekasi Km. 24", 1
"Cibubur Junction, Jl. Jambore No. 1", 1
"Cibubur Junction, Jl. Jambore No. 1", 1
"Pusat Grosir Cililitan, Jl. Mayjend Sutoyo No. 76", 1
"Plaza Buaran, Jl. Raden Inten No. 1", 1
"Cibubur Square, Jl. Boton Rest Area Tol Jagorawi", 1
"Pulo Gadung Trade Center, Jl. Raya Bekasi", 1
"TMII GREEN TERRACE, Jl. Taman Mini Raya", 1
"Tamini Square, Jl. Raya TMII", 1
"Kramat Jati Indah, Jl.Raya Bogor KM.19", 1
"Graha Cijantung, Jl. Pasar Rebo", 1
"Jl. Otista III Dalam No. 1", 1
"Jl. Otista III Dalam No. 1", 1
"Plaza Taman Modern, Jl. Raya Bekasi Km. 24", 1
"Jl. Jambore No. 1", 1
"Cibubur Square, Jl. Boton Rest Area Tol Jagorawi", 1
"Jl. Jambore Lt.6 No. 39-40, Cibubur Junction", 1
"Jl. Raden Inten No. 1", 1
"Jl. MT. Haryono Kav. 10", 1
"Jl. Jatinegara Timur No. 85", 1
"Jl. Pemuda Kav.C.No. 251", 1
"Jl. Jambore No. 1, Cibubur Junction", 1
"Jl. Jambore No. 1, Cibubur Junction", 1
"Jl. Saluran Tarum Barat Blok E/4", 1
"Kramat Jati Indah, Jl. Raya Bogor Km. 19", 1
"Graha Cijantung, Jl. Pendidikan I", 1
"Jl. Inspeksi Saluran No. 9, Duren Sawit", 1
"Jl. Taman Mini Raya", 1
"Tamini Square, Jl. Taman Mini Raya Garuda, Pinang Ranti", 1
"Cibubur Junction, Jl. Jambore No. 1", 1
"Jl. RS. Sukamto No. 1", 1
"Apartemen Green Bay Pluit Tower G/LGM/25-29, Jl. Pluit Karang Ayu Blok B1, Penjaringan", 1
"Pusat Niaga Kapuk Lestari, Jl. Kapuk Raya No. 12", 1
"Aston Marina Ancol, Marina Mediterania Tower A, Jl. Lodan Raya No. 2A", 1
"Rukan Gold Coast Blok B No. 28/28A/29, Bukit Golf Mediterania Pantai Indah Kapuk", 1
"Baywalk Mall Lt. 5 Unit 5-08 & 5-09, Jl. Pluit Karang Ayu Barat No. 1", 1
"ITC Mangga Dua, Jl. Mangga Dua Raya", 1
"Pusat Perdagangan Pasar Pagi, Jl. Mangga Dua", 1
"Kelapa Gading Mall, Jl. Boulevard Kelapa Gading", 1
"WTC Mangga Dua, Jl. Mangga Dua Raya No. 8", 1
"Jl. Pluit Selatan Raya", 1
"Jl. Kramat Jaya No. 30", 1
"Komplek Rukan Artha Gading Blok C 31, Jl. Boulevard Artha Gading", 1
"Mega Mall Pluit, Jl. Pluit Indah Raya", 1
"Mall of Indonesia, Jl. Boulevard Barat Raya B-10", 1
"Jl. Muara Karang Blok Z.1/21-23", 1
"Jl. Pluit Indah Raya 168 J-K", 1
"Jl. Kelapa Gading Boulevard Blok FY.1 Kav.1-2", 1
"Jl. Pluit Indah Raya 168 J-K", 1
"Jl. Pluit Indah Raya", 1
"Kelapa Gading Mall, Jl. Boulevard Kelapa Gading", 1
"Jl. Mangga Dua Raya (Inspeksi Kali Ciliwung)", 1
"Jl. Raya Pantai Mutiara Pluit", 1
"Grand Ancol Hotel, Jl. RE.Martadinata No. 1", 1
"Wilcon Artha Gading, Jl. Boulevard Artha Gading", 1
"Jl. Boulevard Kelapa Gading Permai", 1
"Jl. Pluit Karang Timur Blok O.8 No. 57-58", 1
"Jl. Boulevard Barat Raya Blok C No. 26", 1
"Mal Artha Gading, Jl. Boulevard Lt. 6", 1
"Jl. Danau Sunter Utara Blok B 36 No. 14 RT002", 1
"Jl. Boulevard Artha Gading", 1
"Jl. Boulevard Raya Blok WA 2 No. 10", 1
"Jl. Boulevard Raya Blok QA.1", 1
"Jl. Muara Karang Raya No. 42", 1
"Taman Impian Jaya Ancol, Jl. Lodan Timur No. 7", 1
"Jl. Boulevard Barat Raya", 1
"Jl. Kelapa Gading Boulevard Raya FV1/31", 1
"Jl. Boulevard Raya Blok WB 2 No. 10-11", 1
"Mal Kelapa Gading 3 Unit # L1-39, Jl. Boulevard Kelapa Gading Blok M", 1
"Mangga Dua Square, Jl. Gunung Sahari Raya", 1
"Mall Kelapa Gading, Jl. Boulevard Kelapa Gading Blok M", 1
"Emporium Pluit Mall U.2 - 53, Jl. Pluit Selatan Raya, Penjaringan", 1
"Mall Of Indonesia, Jl. Boulevard Barat Raya No. 1", 1
"Jl. Boulevard Lt.II Blok B3 No. 2", 1
"Mall of Indonesia, Jl. Boulevard Barat Raya No. 1", 1
"Jl. Danau Sunter Utara Blok. G-7", 1
"Jl. Marina Raya Blok B No. 28", 1
"Jl. Boulevard Raya Barat No. 1", 1
"Jl. Tongkol No. 23", 1
"Taman Impian Jaya Ancol, Jl. Lodan Timur No. 7", 1
"Jl. Pantai Indah Kapuk Boulevard Blok B No. 18", 1
"Emporium Pluit Mall, Jl. Pluit Selatan Raya, Penjaringan", 1
"Bukit Golf Mediterania PIK Blok Rukan Garden H", 1
"Jl. Kramat Jaya No. 8", 1
"Jl. Boulevard Kelapa Gading Blok RA-27 Kav. No. 2", 1
"Jl. Baruna Raya No. 9", 1
"Jl. Marina Raya No. 2 Ruko Crown Golf Blok B/2", 1
"Green Bay Pluit Mall Lantai GF Unit G-22, Jl. Pluit Karang Ayu B1 Utara", 1
"Baywalk Mall, Green Bay Pluit, Jl. Pluit Karang Ayu B1 Utara", 1
"Ruko Bukit Gading Mediterania Blok. AA No. 21-22", 1
"Jl. Boulevard Raya TB 2 No. 36-38", 1
"Ruko Mega Mall Pluit No. 12", 1
"Mal Artha Gading Lt.5 F, Jl. Boulevard Artha Gading", 1
"Jl. Boulevard Raya TB 2 No. 36-38", 1
"Kelapa Gading Permai, Jl. Boulevard Raya Blok M", 1
"Komp. Ruko Mega Mall M-G 5-6 Pluit Permai Raya", 1
"Jl. Danau Sunter Utara Blok G No. 1-2", 1
"Ancol Beach City G-AT2", 1
"Jl. Boulevard Kelapa Gading Blok M", 1
"Jl. Boulevard Kelapa Gading Blok M", 1
"Mall of Indonesia, Jl. Boulevard Barat Raya", 1
"Jl. Raya Gading Batavia Blok LC 08 No. 09-10", 1
"Jl. Marina Raya", 1
"Jl. Boulevard Artha Gading Blok A.6B/17-18", 1
"Rukan Crown Golf Standard Blok B No. 02, Bukit Golf Mediterania, Jl. Marina Indah Raya, Pantai Indah Kapuk", 1
"Kelapa Gading Mall, Jl. Kelapa Gading Boulevard", 1
"Jl. Boulevard Barat Raya", 1
"Jl. Boulevard Barat Raya", 1
"Jl. Pluit Selatan raya", 1
"Jl. Boulevard Raya Blok PD1 No. 5 - 6", 1
"Jl. Boulevard Barat Raya Blok LC 6 No. 56-57", 1
"Rukan Crown Golf Blok D 53-55 PIK RT004/RW003", 1
"Jl. Boulevard Raya QA 1 No. 20", 1
"Taman Impian Jaya Ancol Ancol Beach City Mall", 1
"KTM Square, Jl. Taman Sunter Indah", 1
"Jl. Mediterania Indah Golf", 1
"Mall Sunter, Jl. Danau Sunter Utara Kav. II", 1
"Jl. Boulevard Barat Blok A-2 RT018/RW004", 1
"Plaza Kelapa Gading Blok F No. 36, Jl. Boulevard Kelapa Gading Blok M", 1
"Jl. Pantai Indah Kapuk No. 02-03", 1
"Jl. Pantai Indah Kapuk No. 02-03", 1
"Pantai Indah Kapuk, Jl. Pantai Indah Utara Kav. C", 1
"Emporium Pluit Mall, Jl. Pluit Selatan Raya", 1
"Pantai Indah Kapuk, Jl. Pantai indah Utara II Kav. C1 No. 23", 1
"Pantai Indah Kapuk, Jl. Pantai indah Utara II Kav. C1 No. 23", 1
"Sunter Mall, Jl. Danau Sunter Utara Blok G7 Kav.", 1
"Mall Of Indonesia GF, Jl. Raya Boulevard Kelapa Gading Barat", 1
"Jl. Boulevard Kelapa Gading", 1
"Jl. Boulevard Kelapa Gading Raya Blok M", 1
"Komp. Inkopal Blok B No. 43, Jl. Boulevard Barat Raya, Kelapa Gading", 1
"Jl. Boulevard Blok KGSC", 1
"Gading Walk # GW-35&37, Sentra Kelapa Gading", 1
"Mall Of Indonesia Blok GF-F 01, Jl. Raya Boulevard Barat, Kelapa Gading", 1
"Jl. Pluit Karang Blok A. Utara 87", 1
"Mall Kelapa Gading Lt. G Unit G # 15 B&C, Sentra Kelapa Gading", 1
"Emporium Pluit, Jl. Pluit Selatan Raya Lt. 2 No. 4", 1
"Emporium Pluit, Jl. Pluit Selatan Raya Lt. 2 No. 4", 1
"Jl. Griya Sejahtera No. 1", 1
"Rukan Crown Golf Blok D No. 11-12, Bukit Golf Mediterania,  Jl. Marina Indah Raya, Pantai Indah Kapuk", 1
"Jl. Boulevard Raya Blok L 6", 1
"Jl. Bandengan Selatan No. 88", 1
"Mal Kelapa Gading, Jl. Boulevard Raya Kelapa Gading Blok M", 1
"Pluit Village, Jl. Pluit Indah Raya", 1
"Mal Kelapa Gading, Jl. Boulevard Raya Kelapa Gading Blok M", 1
"Jl. Boulevard Artha Gading Selatan No. 1", 1
"Jl. Pluit Karang Utara No. 141 Blok A3 Utara", 1
"Jl. Plumpang Raya  RT018/RW008", 1
"Jl. Pluit Karang Niaga 10 Blok 2.8 Kav.1", 1
"Mal Mangga Dua Square, Jl.Gunung Sahari Raya No. 1, Pademangan", 1
"Ruko Green Lake Sunter Tipe SA, Jl. Danau Sunter Selatan, Sunter", 1
"Emporium Pluit Mall, Jl. Pluit Selatan Raya, Penjaringan", 1
"Jl. Boulevard", 1
"Gd. La Piazza, Jl. Boulevard Kelapa Gading Blok M", 1
"Jl. Boulevard Barat Kelapa Gading", 1
"Emporium Pluit Mall, Jl. Pluit Selatan Raya Unit", 1
"Jl. Pluit Selatan Raya Unit No. 4-39", 1
"Jl. Muara Karang A-8-U/85 RT011/RW012", 1
"Ruko French Walk, Jl. Boulevard Barat Blok F", 1
"Sentra Kelapa Gading, Jl. Boulevard Kelapa Gading", 1
"Jl. Boulevard Kelapa Gading Blok M", 1
"Green Bay Pluit Mall, Jl. Pluit Karang Ayu Blok B.I", 1
"Jl. Pluit Karang Timur Blok O.8.T", 1
"Jl. Mangga Dua Raya", 1
"Jl. Raya Boulevard Barat", 1
"Jl. Raya Boulevard Barat", 1
"Jl. Griya Utama Blok A No. 29-30", 1
"Jl. Griya Utama Blok A No. 29-30", 1
"Rukan Exclusive Mediterania Blok C No.10, PIK", 1
"Komp. Ruko Bukit Gading Raya Blok U5-U6", 1
"Rukun Crown Golf Blok D No.15-16 RT004/RW003", 1
"Rukan Crown Golf Blok D No.15-16 RT004/RW003", 1
"Jl. Boulevard Kelapa Gading Blok M Unit #G-9C", 1
"Jl. Sunter Agung Utara Raya Blok A No. 5B", 1
"Taman Impian Jaya Ancol, Jl. Lodan Timur No. 7", 1
"Jl. Lodan Raya No. 103", 1
"Taman Impian Jaya Ancol, Jl. Pantai Indah", 1
"Jl. Pantai Indah Kapuk Boulevard UB-Gra/003", 1
"Jl. Pantai Indah Kapuk Boulevard UB-Gra/003", 1
"Marina Ruko Crown Golf Blok A/53", 1
"Marina Ruko Crown Golf Blok A/53", 1
"Komp. Ruko Marinatama Blok C 12, Jl. Gunung Sahari Raya No. 2", 1
"Jl. Danau Sunter Barat 7 RW010", 1
"Jl. Pluit Raya No. 1", 1
"Gading Walk No. 9 & 11, Jl. Boulevard Kelapa Gading", 1
"Jl. Mangga Dua Raya", 1
"Jl. Mangga Dua Raya No. 8", 1
"Jl. Danau Sunter Barat Blok A.3 No. 2", 1
"WTC Mangga Dua, Jl. Mangga Dua Raya No. 8", 1
"Jl. Pantai Indah Utara No. 7-12", 1
"Jl. Mangga Dua Raya", 1
"La Piazza Lt.2 Unit 2#5, Jl. Boulevard Kelapa Gading", 1
"Jl. Raya Kelapa Nias Blok HF.3", 1
"Jl. Raya Barat Boulevard LC 7 Kav. 57", 1
"Jl. Raya Barat Boulevard LC 7 Kav. 57", 1
"Jl. Boulevard Raya Blok M", 1
"Apartemen Ancol Mansion, Jl. Pasir Putih II, Ancol Timur", 1
"Jl. Pasir Putih II, Ancol Timur", 1
"Jl. Pantai Indah Utara II", 1
"Jl. Danau Sunter Selatan No. 1", 1
"Jl. Boulevard GA. 15 A", 1
"Jl. Baru Podomoro Blok A No. 22", 1
"Jl. Ruko Exclusive Blok B.27A-27B, PIK", 1
"Jl. Danau Sunter Utara Blok R/36-37", 1
"Jl. Gaya Motor III No. 7", 1
